Country,Country_Code,Measure,Unit_of_measure,Sex,Age,Year,Retirement_values
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,1989,61.9
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,1990,60.8
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,1991,61.3
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,1992,60.8
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,1993,60.3
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,1994,59.7
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,1995,59.1
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,1996,58.6
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,1997,59
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,1998,59.4
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,1999,59.8
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,2000,59.9
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,2001,60.3
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,2002,60.5
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,2003,61.2
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,2004,61
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,2005,60.6
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,2006,60.7
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,2007,60.7
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,2008,60.5
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,2009,60.9
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,2010,61.2
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,2011,61.3
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,2012,61.4
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,2013,61.7
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,2014,61.1
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,2015,61.8
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,2016,61.7
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,2017,62.1
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,2018,62.5
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,2019,63
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,2020,62.6
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,2021,63.8
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,2022,63.5
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,1970,14.3
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,1971,14.3
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,1972,14.4
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,1973,14.5
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,1974,14.6
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,1975,14.9
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,1976,15
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,1977,15.1
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,1978,15.1
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,1979,15.3
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,1980,15.5
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,1981,15.6
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,1982,16.1
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,1983,16.1
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,1984,16.5
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,1985,16.9
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,1986,17
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,1987,16.7
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,1988,17.1
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,1989,17
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,1990,17.7
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,1991,18.2
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,1992,18.6
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,1993,18.7
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,1994,18.9
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,1995,18.8
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,1996,19.1
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,1997,19.1
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,1998,19.4
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,1999,19.1
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,2000,19.5
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,2001,19.8
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,2002,19.7
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,2003,19.4
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,2004,19.7
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,2005,20.1
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,2006,20.6
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,2007,20.6
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,2008,20.4
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,2009,20.9
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,2010,21.3
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,2011,21.1
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,2012,21.2
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,2013,21.5
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,2014,21
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,2015,20.6
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,2016,20.3
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,2017,20.3
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,2018,20.7
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,2019,20
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,2020,20.2
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,2021,19.9
Canada,CAN,Expected years after labour market exit,Years,Male,Not applicable,2022,20.2
Finland,FIN,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Female,Not applicable,2022,58.4
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,1970,15
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,1971,16.6
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,1972,16.9
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,1973,17.5
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,1974,17.5
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,1975,18.1
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,1976,18.3
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,1977,18.6
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,1978,19.2
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,1979,19.6
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,1980,20
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,1981,20.3
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,1982,20.9
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,1983,21.6
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,1984,22.1
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,1985,23.2
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,1986,23.3
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,1987,23.9
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,1988,24.2
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,1989,24.7
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,1990,25.1
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,1991,25.4
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,1992,25.2
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,1993,25.2
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,1994,25.3
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,1995,25.4
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,1996,25.7
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,1997,26.2
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,1998,26.3
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,1999,26.6
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,2000,27.3
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,2001,27.7
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,2002,27.7
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,2003,27.5
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,2004,27.3
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,2005,27.4
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,2006,27.7
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,2007,27.8
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,2008,27.7
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,2009,27.7
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,2010,27.9
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,2011,28.3
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,2012,27.6
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,2013,28
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,2014,28.2
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,2015,27.9
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,2016,27.8
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,2017,27.6
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,2018,27.5
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,2019,27.5
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,2020,26.5
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,2021,26.2
France,FRA,Expected years after labour market exit,Years,Female,Not applicable,2022,26.1
Germany,DEU,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022,43.9
Hungary,HUN,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2014,65
Hungary,HUN,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2018,65
Hungary,HUN,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2020,65
Hungary,HUN,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2022,65
Iceland,ISL,Capital income of older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2014,2.4
