,Reference area,REF_AREA,Measure,Unit of measure,TIME_PERIOD,Avoidable_mortality_values
3234,Israel,ISR,Treatable mortality,Deaths per 100 000 inhabitants,2009,77.6
3235,Israel,ISR,Treatable mortality,Deaths per 100 000 inhabitants,2010,76.2
3236,Israel,ISR,Treatable mortality,Deaths per 100 000 inhabitants,2011,75.8
3237,Israel,ISR,Treatable mortality,Deaths per 100 000 inhabitants,2012,74.4
3238,Poland,POL,Preventable mortality,Deaths,2015,72542.5
3239,Poland,POL,Preventable mortality,Deaths,2016,72776.5
3240,Israel,ISR,Treatable mortality,Deaths per 100 000 inhabitants,2021,57.3
3241,Israel,ISR,Treatable mortality,Deaths per 100 000 inhabitants,2019,61.3
3242,Israel,ISR,Treatable mortality,Deaths per 100 000 inhabitants,2020,57.8
3243,Israel,ISR,Treatable mortality,Deaths per 100 000 inhabitants,2000,115.3
3244,Israel,ISR,Treatable mortality,Deaths per 100 000 inhabitants,2001,108.0
3245,Israel,ISR,Treatable mortality,Deaths per 100 000 inhabitants,2002,102.9
3246,Italy,ITA,Avoidable mortality,Deaths per 100 000 inhabitants,2004,201.0
3247,Italy,ITA,Avoidable mortality,Deaths per 100 000 inhabitants,2005,196.1
3248,Italy,ITA,Avoidable mortality,Deaths per 100 000 inhabitants,2006,188.0
3249,Italy,ITA,Avoidable mortality,Deaths per 100 000 inhabitants,2007,183.4
3250,Italy,ITA,Avoidable mortality,Deaths per 100 000 inhabitants,2008,178.5
3251,Italy,ITA,Avoidable mortality,Deaths per 100 000 inhabitants,2009,174.7
3252,Italy,ITA,Avoidable mortality,Deaths per 100 000 inhabitants,2010,167.6
3253,Italy,ITA,Avoidable mortality,Deaths per 100 000 inhabitants,2011,167.5
3254,Italy,ITA,Avoidable mortality,Deaths per 100 000 inhabitants,2012,164.5
3255,Italy,ITA,Avoidable mortality,Deaths per 100 000 inhabitants,2013,157.2
3256,Italy,ITA,Avoidable mortality,Deaths per 100 000 inhabitants,2014,151.7
3257,Italy,ITA,Avoidable mortality,Deaths per 100 000 inhabitants,2015,153.9
3258,Italy,ITA,Avoidable mortality,Deaths per 100 000 inhabitants,2019,136.0
3259,Italy,ITA,Avoidable mortality,Deaths per 100 000 inhabitants,2020,162.5
3260,Italy,ITA,Avoidable mortality,Deaths per 100 000 inhabitants,2016,147.2
3261,Italy,ITA,Avoidable mortality,Deaths per 100 000 inhabitants,2017,146.0
3262,Italy,ITA,Avoidable mortality,Deaths per 100 000 inhabitants,2018,142.1
3263,Italy,ITA,Avoidable mortality,Deaths per 100 000 inhabitants,2003,214.2
3264,Denmark,DNK,Treatable mortality,Deaths per 100 000 inhabitants,2006,93.0
3265,Denmark,DNK,Treatable mortality,Deaths per 100 000 inhabitants,2007,89.3
3266,Denmark,DNK,Treatable mortality,Deaths per 100 000 inhabitants,2018,59.1
3267,Denmark,DNK,Treatable mortality,Deaths per 100 000 inhabitants,2019,56.0
3268,Denmark,DNK,Treatable mortality,Deaths per 100 000 inhabitants,2020,54.0
3269,Denmark,DNK,Treatable mortality,Deaths per 100 000 inhabitants,2021,51.4
3270,Denmark,DNK,Treatable mortality,Deaths per 100 000 inhabitants,2008,82.8
3271,Denmark,DNK,Treatable mortality,Deaths per 100 000 inhabitants,2009,80.4
3272,Denmark,DNK,Treatable mortality,Deaths per 100 000 inhabitants,2010,78.5
3273,Denmark,DNK,Treatable mortality,Deaths per 100 000 inhabitants,2011,72.3
3274,Denmark,DNK,Treatable mortality,Deaths per 100 000 inhabitants,2012,68.9
3275,Denmark,DNK,Treatable mortality,Deaths per 100 000 inhabitants,2013,64.9
3276,Denmark,DNK,Treatable mortality,Deaths per 100 000 inhabitants,2014,62.0
3277,Denmark,DNK,Treatable mortality,Deaths per 100 000 inhabitants,2015,63.1
3278,Denmark,DNK,Treatable mortality,Deaths per 100 000 inhabitants,2016,63.7
3279,Denmark,DNK,Treatable mortality,Deaths per 100 000 inhabitants,2017,60.3
3280,Denmark,DNK,Treatable mortality,Deaths per 100 000 inhabitants,2000,114.2
3281,Denmark,DNK,Treatable mortality,Deaths per 100 000 inhabitants,2001,110.9
3282,Denmark,DNK,Treatable mortality,Deaths per 100 000 inhabitants,2002,113.1
3283,Denmark,DNK,Treatable mortality,Deaths per 100 000 inhabitants,2003,108.0
3284,Denmark,DNK,Treatable mortality,Deaths per 100 000 inhabitants,2004,104.3
3285,Denmark,DNK,Treatable mortality,Deaths per 100 000 inhabitants,2005,95.6
3286,Estonia,EST,Preventable mortality,Deaths,2007,4582.0
3287,Estonia,EST,Preventable mortality,Deaths,2008,4151.0
3288,Estonia,EST,Preventable mortality,Deaths,2019,2767.0
3289,Estonia,EST,Preventable mortality,Deaths,2020,3056.0
3290,Estonia,EST,Preventable mortality,Deaths,2021,3757.0
3291,Estonia,EST,Preventable mortality,Deaths,2022,3329.5
3292,Estonia,EST,Preventable mortality,Deaths,2009,3957.0
3293,Estonia,EST,Preventable mortality,Deaths,2010,3707.0
3294,Estonia,EST,Preventable mortality,Deaths,2011,3555.0
3295,Estonia,EST,Preventable mortality,Deaths,2012,3585.0
3296,Estonia,EST,Preventable mortality,Deaths,2013,3200.5
3297,Estonia,EST,Preventable mortality,Deaths,2014,3242.5
3298,Estonia,EST,Preventable mortality,Deaths,2015,2981.5
3299,Estonia,EST,Preventable mortality,Deaths,2016,2917.0
3300,Estonia,EST,Preventable mortality,Deaths,2017,2874.5
3301,Estonia,EST,Preventable mortality,Deaths,2018,2978.0
3302,Estonia,EST,Preventable mortality,Deaths,2000,5546.0
3303,Estonia,EST,Preventable mortality,Deaths,2001,5732.0
3304,Estonia,EST,Preventable mortality,Deaths,2002,5431.5
3305,Estonia,EST,Preventable mortality,Deaths,2003,5188.0
3306,Estonia,EST,Preventable mortality,Deaths,2004,4952.5
3307,Estonia,EST,Preventable mortality,Deaths,2005,4685.0
3308,Estonia,EST,Preventable mortality,Deaths,2006,4610.0
3309,Mexico,MEX,Avoidable mortality,Deaths,2006,253916.0
3310,Mexico,MEX,Avoidable mortality,Deaths,2007,253553.0
3311,Mexico,MEX,Avoidable mortality,Deaths,2018,343141.0
3312,Mexico,MEX,Avoidable mortality,Deaths,2019,354626.0
3313,Mexico,MEX,Avoidable mortality,Deaths,2020,596498.0
3314,Mexico,MEX,Avoidable mortality,Deaths,2021,608587.0
3315,Mexico,MEX,Avoidable mortality,Deaths,2008,269650.0
3316,Mexico,MEX,Avoidable mortality,Deaths,2009,279554.0
3317,Mexico,MEX,Avoidable mortality,Deaths,2010,285111.0
3318,Mexico,MEX,Avoidable mortality,Deaths,2011,285398.0
3319,Mexico,MEX,Avoidable mortality,Deaths,2012,289385.0
3320,Mexico,MEX,Avoidable mortality,Deaths,2013,286941.0
3321,Mexico,MEX,Avoidable mortality,Deaths,2014,297427.0
3322,Mexico,MEX,Avoidable mortality,Deaths,2015,303806.0
3323,Mexico,MEX,Avoidable mortality,Deaths,2016,324987.0
3324,Mexico,MEX,Avoidable mortality,Deaths,2017,335034.0
3325,Mexico,MEX,Avoidable mortality,Deaths,2000,236526.0
3326,Mexico,MEX,Avoidable mortality,Deaths,2001,235703.0
3327,Mexico,MEX,Avoidable mortality,Deaths,2002,242380.0
3328,Mexico,MEX,Avoidable mortality,Deaths,2003,245957.0
3329,Mexico,MEX,Avoidable mortality,Deaths,2004,245932.0
3330,Mexico,MEX,Avoidable mortality,Deaths,2005,253323.0
3331,Korea,KOR,Avoidable mortality,Deaths,2005,112852.0
3332,Korea,KOR,Avoidable mortality,Deaths,2006,108832.0
3333,Korea,KOR,Avoidable mortality,Deaths,2017,83336.0
3334,Korea,KOR,Avoidable mortality,Deaths,2018,82761.0
3335,Korea,KOR,Avoidable mortality,Deaths,2019,81555.0
3336,Korea,KOR,Avoidable mortality,Deaths,2020,81374.0
3337,New Zealand,NZL,Avoidable mortality,Deaths,2016,8187.0
3338,New Zealand,NZL,Avoidable mortality,Deaths,2000,8799.0
3339,Korea,KOR,Avoidable mortality,Deaths,2009,103193.0
3340,Korea,KOR,Avoidable mortality,Deaths,2010,102044.0
3341,Korea,KOR,Avoidable mortality,Deaths,2011,99059.0
3342,Korea,KOR,Avoidable mortality,Deaths,2012,96815.0
3343,Korea,KOR,Avoidable mortality,Deaths,2013,94350.0
3344,Korea,KOR,Avoidable mortality,Deaths,2014,91857.0
3345,Korea,KOR,Avoidable mortality,Deaths,2015,89654.0
3346,Korea,KOR,Avoidable mortality,Deaths,2016,87555.0
3347,Korea,KOR,Avoidable mortality,Deaths,2021,83422.0
3348,Korea,KOR,Avoidable mortality,Deaths,2000,119670.0
3349,Korea,KOR,Avoidable mortality,Deaths,2001,118236.0
3350,Korea,KOR,Avoidable mortality,Deaths,2002,120159.0
3351,Korea,KOR,Avoidable mortality,Deaths,2003,119715.0
3352,Korea,KOR,Avoidable mortality,Deaths,2004,116690.0
3353,South Africa,ZAF,Avoidable mortality,Deaths per 100 000 inhabitants,2003,932.3
3354,South Africa,ZAF,Avoidable mortality,Deaths per 100 000 inhabitants,2004,938.1
3355,Czechia,CZE,Preventable mortality,Deaths,2002,23372.5
3356,Czechia,CZE,Preventable mortality,Deaths,2003,23545.5
3357,Czechia,CZE,Preventable mortality,Deaths,2004,22678.0
3358,Czechia,CZE,Preventable mortality,Deaths,2005,22214.0
3359,Czechia,CZE,Preventable mortality,Deaths,2014,20030.5
3360,Czechia,CZE,Preventable mortality,Deaths,2015,20492.0
3361,Czechia,CZE,Preventable mortality,Deaths,2016,19619.5
3362,Czechia,CZE,Preventable mortality,Deaths,2017,20067.5
3363,Czechia,CZE,Preventable mortality,Deaths,2018,20095.0
3364,Czechia,CZE,Preventable mortality,Deaths,2019,19494.0
3365,Czechia,CZE,Preventable mortality,Deaths,2020,22744.0
3366,Czechia,CZE,Preventable mortality,Deaths,2021,29708.0
3367,Czechia,CZE,Preventable mortality,Deaths,2000,24693.0
3368,Czechia,CZE,Preventable mortality,Deaths,2001,23812.5
3369,Czechia,CZE,Preventable mortality,Deaths,2007,21285.5
3370,Czechia,CZE,Preventable mortality,Deaths,2008,21043.0
3371,Czechia,CZE,Preventable mortality,Deaths,2006,20877.5
3372,Czechia,CZE,Preventable mortality,Deaths,2009,20905.0
3373,Czechia,CZE,Preventable mortality,Deaths,2010,20857.0
3374,Czechia,CZE,Preventable mortality,Deaths,2011,20901.0
3375,Czechia,CZE,Preventable mortality,Deaths,2012,20712.5
3376,Czechia,CZE,Preventable mortality,Deaths,2013,21131.5
3377,South Africa,ZAF,Avoidable mortality,Deaths per 100 000 inhabitants,2015,627.9
3378,South Africa,ZAF,Avoidable mortality,Deaths per 100 000 inhabitants,2016,618.5
3379,South Africa,ZAF,Avoidable mortality,Deaths per 100 000 inhabitants,2017,598.3
3380,South Africa,ZAF,Avoidable mortality,Deaths per 100 000 inhabitants,2018,582.9
3381,South Africa,ZAF,Avoidable mortality,Deaths per 100 000 inhabitants,2005,960.0
3382,South Africa,ZAF,Avoidable mortality,Deaths per 100 000 inhabitants,2006,955.2
3383,South Africa,ZAF,Avoidable mortality,Deaths per 100 000 inhabitants,2007,939.4
3384,South Africa,ZAF,Avoidable mortality,Deaths per 100 000 inhabitants,2008,909.5
3385,South Africa,ZAF,Avoidable mortality,Deaths per 100 000 inhabitants,2009,870.3
3386,South Africa,ZAF,Avoidable mortality,Deaths per 100 000 inhabitants,2010,823.7
3387,South Africa,ZAF,Avoidable mortality,Deaths per 100 000 inhabitants,2011,761.5
3388,South Africa,ZAF,Avoidable mortality,Deaths per 100 000 inhabitants,2012,705.1
3389,South Africa,ZAF,Avoidable mortality,Deaths per 100 000 inhabitants,2013,662.9
3390,South Africa,ZAF,Avoidable mortality,Deaths per 100 000 inhabitants,2014,641.0
3391,South Africa,ZAF,Avoidable mortality,Deaths per 100 000 inhabitants,2000,808.0
3392,South Africa,ZAF,Avoidable mortality,Deaths per 100 000 inhabitants,2001,863.6
3393,South Africa,ZAF,Avoidable mortality,Deaths per 100 000 inhabitants,2002,858.3
3394,Belgium,BEL,Avoidable mortality,Deaths,2005,25803.0
3395,Belgium,BEL,Avoidable mortality,Deaths,2006,24375.0
3396,Belgium,BEL,Avoidable mortality,Deaths,2017,21735.0
3397,Belgium,BEL,Avoidable mortality,Deaths,2018,21816.0
3398,Belgium,BEL,Avoidable mortality,Deaths,2019,21211.0
3399,Belgium,BEL,Avoidable mortality,Deaths,2020,24797.0
3400,Belgium,BEL,Avoidable mortality,Deaths,2007,24299.0
3401,Belgium,BEL,Avoidable mortality,Deaths,2008,24348.0
3402,Belgium,BEL,Avoidable mortality,Deaths,2009,23958.0
3403,Belgium,BEL,Avoidable mortality,Deaths,2010,23506.0
3404,Belgium,BEL,Avoidable mortality,Deaths,2011,23160.0
3405,Belgium,BEL,Avoidable mortality,Deaths,2012,23099.0
3406,Belgium,BEL,Avoidable mortality,Deaths,2013,23014.0
3407,Belgium,BEL,Avoidable mortality,Deaths,2014,22040.0
3408,Belgium,BEL,Avoidable mortality,Deaths,2015,22266.0
3409,Belgium,BEL,Avoidable mortality,Deaths,2016,21837.0
3410,Belgium,BEL,Avoidable mortality,Deaths,2000,28926.0
3411,Belgium,BEL,Avoidable mortality,Deaths,2001,27987.0
3412,Belgium,BEL,Avoidable mortality,Deaths,2002,27392.0
3413,Belgium,BEL,Avoidable mortality,Deaths,2003,26803.0
3414,Belgium,BEL,Avoidable mortality,Deaths,2004,25578.0
3415,Greece,GRC,Preventable mortality,Deaths,2015,14582.0
3416,Greece,GRC,Preventable mortality,Deaths,2016,14175.0
3417,Greece,GRC,Preventable mortality,Deaths,2017,14263.0
3418,Greece,GRC,Preventable mortality,Deaths,2018,14266.5
3419,Greece,GRC,Preventable mortality,Deaths,2019,14325.5
3420,Greece,GRC,Preventable mortality,Deaths,2020,15731.5
3421,Greece,GRC,Preventable mortality,Deaths,2014,14003.0
3422,Luxembourg,LUX,Treatable mortality,Deaths,2003,398.0
3423,Luxembourg,LUX,Treatable mortality,Deaths,2004,310.0
3424,Luxembourg,LUX,Treatable mortality,Deaths,2015,284.5
3425,Luxembourg,LUX,Treatable mortality,Deaths,2016,292.0
3426,Luxembourg,LUX,Treatable mortality,Deaths,2017,321.0
3427,Luxembourg,LUX,Treatable mortality,Deaths,2018,300.5
3428,Luxembourg,LUX,Treatable mortality,Deaths,2005,331.0
3429,Luxembourg,LUX,Treatable mortality,Deaths,2006,344.5
3430,Luxembourg,LUX,Treatable mortality,Deaths,2007,311.0
3431,Luxembourg,LUX,Treatable mortality,Deaths,2008,304.5
3432,Luxembourg,LUX,Treatable mortality,Deaths,2009,285.5
3433,Luxembourg,LUX,Treatable mortality,Deaths,2010,328.0
3434,Luxembourg,LUX,Treatable mortality,Deaths,2011,305.5
3435,Luxembourg,LUX,Treatable mortality,Deaths,2012,278.5
3436,Israel,ISR,Treatable mortality,Deaths per 100 000 inhabitants,2013,71.3
3437,Israel,ISR,Treatable mortality,Deaths per 100 000 inhabitants,2014,68.2
3438,Luxembourg,LUX,Treatable mortality,Deaths,2020,284.0
3439,Luxembourg,LUX,Treatable mortality,Deaths,2021,267.5
3440,Luxembourg,LUX,Treatable mortality,Deaths,2019,296.5
3441,Luxembourg,LUX,Treatable mortality,Deaths,2022,285.5
3442,Luxembourg,LUX,Treatable mortality,Deaths,2000,377.0
3443,Luxembourg,LUX,Treatable mortality,Deaths,2001,349.5
3444,Luxembourg,LUX,Treatable mortality,Deaths,2002,390.0
3445,Ireland,IRL,Avoidable mortality,Deaths,2015,7642.0
3446,Ireland,IRL,Avoidable mortality,Deaths,2016,7673.0
3447,Ireland,IRL,Avoidable mortality,Deaths,2017,7354.0
3448,Ireland,IRL,Avoidable mortality,Deaths,2018,7801.0
3449,Ireland,IRL,Avoidable mortality,Deaths,2019,7570.0
3450,Ireland,IRL,Avoidable mortality,Deaths,2020,8254.0
3451,Ireland,IRL,Avoidable mortality,Deaths,2007,8244.0
3452,Ireland,IRL,Avoidable mortality,Deaths,2008,8295.0
3453,Ireland,IRL,Avoidable mortality,Deaths,2009,8464.0
3454,Ireland,IRL,Avoidable mortality,Deaths,2010,7722.0
3455,Ireland,IRL,Avoidable mortality,Deaths,2011,7980.0
3456,Ireland,IRL,Avoidable mortality,Deaths,2012,7883.0
3457,Ireland,IRL,Avoidable mortality,Deaths,2013,7817.0
3458,Ireland,IRL,Avoidable mortality,Deaths,2014,7803.0
3459,Greece,GRC,Treatable mortality,Deaths,2015,9383.0
3460,Greece,GRC,Treatable mortality,Deaths,2016,9350.0
3461,Türkiye,TUR,Avoidable mortality,Deaths,2016,156658.0
3462,Türkiye,TUR,Avoidable mortality,Deaths,2017,156082.0
3463,Türkiye,TUR,Avoidable mortality,Deaths,2018,148992.0
3464,Türkiye,TUR,Avoidable mortality,Deaths,2019,143141.0
3465,Türkiye,TUR,Avoidable mortality,Deaths,2009,112879.0
3466,Türkiye,TUR,Avoidable mortality,Deaths,2010,115349.0
3467,Türkiye,TUR,Avoidable mortality,Deaths,2011,119011.0
3468,Türkiye,TUR,Avoidable mortality,Deaths,2012,117928.0
3469,Türkiye,TUR,Avoidable mortality,Deaths,2013,139746.0
3470,Türkiye,TUR,Avoidable mortality,Deaths,2014,145632.0
3471,Greece,GRC,Treatable mortality,Deaths,2017,9403.0
3472,Türkiye,TUR,Avoidable mortality,Deaths,2015,148626.0
3473,Greece,GRC,Treatable mortality,Deaths,2018,9164.5
3474,Greece,GRC,Treatable mortality,Deaths,2019,9530.5
3475,Greece,GRC,Treatable mortality,Deaths,2020,9424.5
3476,Greece,GRC,Treatable mortality,Deaths,2014,9164.0
3477,Lithuania,LTU,Avoidable mortality,Deaths,2007,20833.0
3478,Lithuania,LTU,Avoidable mortality,Deaths,2008,19188.0
3479,Lithuania,LTU,Avoidable mortality,Deaths,2019,12070.0
3480,Lithuania,LTU,Avoidable mortality,Deaths,2020,14129.0
3481,Lithuania,LTU,Avoidable mortality,Deaths,2021,15641.0
3482,Lithuania,LTU,Avoidable mortality,Deaths,2022,13554.0
3483,Lithuania,LTU,Avoidable mortality,Deaths,2009,17354.0
3484,Lithuania,LTU,Avoidable mortality,Deaths,2010,16738.0
3485,Lithuania,LTU,Avoidable mortality,Deaths,2011,16019.0
3486,Lithuania,LTU,Avoidable mortality,Deaths,2012,15620.0
3487,Lithuania,LTU,Avoidable mortality,Deaths,2013,15219.0
3488,Lithuania,LTU,Avoidable mortality,Deaths,2014,14295.0
3489,Lithuania,LTU,Avoidable mortality,Deaths,2015,14478.0
3490,Lithuania,LTU,Avoidable mortality,Deaths,2016,13948.0
3491,Lithuania,LTU,Avoidable mortality,Deaths,2017,12605.0
3492,Lithuania,LTU,Avoidable mortality,Deaths,2018,12232.0
3493,Lithuania,LTU,Avoidable mortality,Deaths,2000,18489.0
3494,Lithuania,LTU,Avoidable mortality,Deaths,2001,19369.0
3495,Lithuania,LTU,Avoidable mortality,Deaths,2002,19481.0
3496,Lithuania,LTU,Avoidable mortality,Deaths,2003,19298.0
3497,Lithuania,LTU,Avoidable mortality,Deaths,2004,19221.0
3498,Lithuania,LTU,Avoidable mortality,Deaths,2005,20333.0
3499,Lithuania,LTU,Avoidable mortality,Deaths,2006,20614.0
3500,Japan,JPN,Avoidable mortality,Deaths,2005,294144.0
3501,Japan,JPN,Avoidable mortality,Deaths,2006,285483.0
3502,Japan,JPN,Avoidable mortality,Deaths,2017,225454.0
3503,Japan,JPN,Avoidable mortality,Deaths,2018,221329.0
3504,Japan,JPN,Avoidable mortality,Deaths,2019,215647.0
3505,Japan,JPN,Avoidable mortality,Deaths,2020,213332.0
3506,Japan,JPN,Avoidable mortality,Deaths,2007,281700.0
3507,Japan,JPN,Avoidable mortality,Deaths,2008,277118.0
3508,Japan,JPN,Avoidable mortality,Deaths,2009,269025.0
3509,Japan,JPN,Avoidable mortality,Deaths,2010,268723.0
3510,Japan,JPN,Avoidable mortality,Deaths,2011,277451.0
3511,Japan,JPN,Avoidable mortality,Deaths,2012,257046.0
3512,Japan,JPN,Avoidable mortality,Deaths,2013,250878.0
3513,Japan,JPN,Avoidable mortality,Deaths,2014,247968.0
3514,Japan,JPN,Avoidable mortality,Deaths,2015,241749.0
3515,Japan,JPN,Avoidable mortality,Deaths,2016,233957.0
3516,Japan,JPN,Avoidable mortality,Deaths,2021,217204.0
3517,Japan,JPN,Avoidable mortality,Deaths,2000,310158.0
3518,Japan,JPN,Avoidable mortality,Deaths,2001,304883.0
3519,Japan,JPN,Avoidable mortality,Deaths,2002,299352.0
3520,Japan,JPN,Avoidable mortality,Deaths,2003,299094.0
3521,Japan,JPN,Avoidable mortality,Deaths,2004,292881.0
3522,France,FRA,Avoidable mortality,Deaths,2005,120948.0
3523,France,FRA,Avoidable mortality,Deaths,2006,118172.0
3524,France,FRA,Avoidable mortality,Deaths,2017,109681.0
3525,France,FRA,Avoidable mortality,Deaths,2018,110084.0
3526,France,FRA,Avoidable mortality,Deaths,2019,109525.0
3527,France,FRA,Avoidable mortality,Deaths,2020,121429.0
3528,France,FRA,Avoidable mortality,Deaths,2007,116285.0
3529,France,FRA,Avoidable mortality,Deaths,2008,115438.0
3530,France,FRA,Avoidable mortality,Deaths,2009,115027.0
3531,France,FRA,Avoidable mortality,Deaths,2010,113024.0
3532,France,FRA,Avoidable mortality,Deaths,2011,111793.0
3533,France,FRA,Avoidable mortality,Deaths,2012,109514.0
3534,France,FRA,Avoidable mortality,Deaths,2013,108102.0
3535,Korea,KOR,Avoidable mortality,Deaths,2007,107319.0
3536,Korea,KOR,Avoidable mortality,Deaths,2008,104415.0
3537,France,FRA,Avoidable mortality,Deaths,2016,109603.0
3538,France,FRA,Avoidable mortality,Deaths,2000,132434.0
3539,France,FRA,Avoidable mortality,Deaths,2001,130299.0
3540,France,FRA,Avoidable mortality,Deaths,2002,128436.0
3541,France,FRA,Avoidable mortality,Deaths,2003,126998.0
3542,France,FRA,Avoidable mortality,Deaths,2004,121142.0
3543,Hungary,HUN,Avoidable mortality,Deaths,2021,60849.0
3544,Hungary,HUN,Avoidable mortality,Deaths,2022,48547.0
3545,Hungary,HUN,Avoidable mortality,Deaths,2010,50394.0
3546,Hungary,HUN,Avoidable mortality,Deaths,2011,49239.0
3547,Hungary,HUN,Avoidable mortality,Deaths,2012,48769.0
3548,Hungary,HUN,Avoidable mortality,Deaths,2013,46869.0
3549,Hungary,HUN,Avoidable mortality,Deaths,2000,62346.0
3550,Hungary,HUN,Avoidable mortality,Deaths,2001,59156.0
3551,Hungary,HUN,Avoidable mortality,Deaths,2002,58650.0
3552,Hungary,HUN,Avoidable mortality,Deaths,2003,59455.0
