Country,Country_code,Measure,Domain,Unit_of_measure,Age,Year,Well-being_values
Israel,ISR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2019,17.42
Israel,ISR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2020,15.97
Israel,ISR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2021,15.97
Israel,ISR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2022,16.51
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2004,41.943844492
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2005,42.573852601
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2006,44.013612457
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2007,45.943983402
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2008,47.191484877
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2009,46.552
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2010,46.815
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2011,48.182
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2012,46.625
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2013,46.854
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2014,46.076
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2015,45.29
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2016,45.745
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2017,46.494
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2018,47.161
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2019,48.47
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2020,48.101
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2021,48.376
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2022,50.437
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2023,50.878
Ireland,IRL,Adult numeracy skills,Knowledge and skills,Points,Middle-aged,2012,263.05245
Chile,CHL,Adult numeracy skills,Knowledge and skills,Points,Middle-aged,2014,217.59701
Czechia,CZE,Adult numeracy skills,Knowledge and skills,Points,Young,2012,277.99
New Zealand,NZL,Having a say in government,Civic engagement,Percentage of population aged 16-65 in the same subgroup,Young,2014,31.64727369
New Zealand,NZL,Having a say in government,Civic engagement,Percentage of population aged 16-65 in the same subgroup,Young,2021,38.09065
Israel,ISR,Adult literacy skills,Knowledge and skills,Points,Young,2014,262.44395
Estonia,EST,Adult literacy skills,Knowledge and skills,Points,Young,2012,287.06948
Austria,AUT,Adult literacy skills,Knowledge and skills,Points,Middle-aged,2012,277.222106934
Hungary,HUN,Having a say in government,Civic engagement,Percentage of population aged 16-65 in the same subgroup,Middle-aged,2017,25.58577087
Latvia,LVA,Satisfaction with personal relationships,Social connections,0-10 scale,Middle-aged,2013,8.091100219
Latvia,LVA,Satisfaction with personal relationships,Social connections,0-10 scale,Middle-aged,2018,7.823198009
Latvia,LVA,Satisfaction with personal relationships,Social connections,0-10 scale,Middle-aged,2022,7.944418685
Czechia,CZE,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2010,94.59533095
Czechia,CZE,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2011,94.59533095
Czechia,CZE,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2012,94.59533095
Czechia,CZE,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2013,94.59533095
Czechia,CZE,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2014,94.59533095
Czechia,CZE,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2015,94.59533095
Czechia,CZE,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2016,94.59533095
Czechia,CZE,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2017,94.59533095
Czechia,CZE,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2018,94.59533095
Czechia,CZE,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2020,94.59533095
Czechia,CZE,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2021,94.59533095
Czechia,CZE,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2022,94.59533095
Costa Rica,CRI,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Young,2010,50.25494695
Costa Rica,CRI,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Young,2011,50.25494695
Costa Rica,CRI,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Young,2012,50.25494695
Costa Rica,CRI,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Young,2013,50.25494695
Costa Rica,CRI,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Young,2014,50.25494695
Costa Rica,CRI,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Young,2015,50.25494695
Costa Rica,CRI,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Young,2016,50.25494695
Costa Rica,CRI,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Young,2017,50.25494695
Costa Rica,CRI,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Young,2018,50.25494695
Costa Rica,CRI,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Young,2019,50.25494695
Costa Rica,CRI,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Young,2020,50.25494695
Costa Rica,CRI,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Young,2021,50.25494695
Costa Rica,CRI,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Young,2022,50.25494695
Finland,FIN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2010,96.21012211
Finland,FIN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2011,96.21012211
Finland,FIN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2012,96.21012211
Finland,FIN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2013,96.21012211
Finland,FIN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2014,96.21012211
Finland,FIN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2015,96.21012211
Finland,FIN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2016,96.21012211
Finland,FIN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2017,96.21012211
Finland,FIN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2018,96.21012211
Finland,FIN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2019,96.21012211
Finland,FIN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2020,96.21012211
Finland,FIN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2021,96.21012211
Finland,FIN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2022,96.21012211
Germany,DEU,Voter turnout,Civic engagement,Percentage of votes in the same subgroup,Middle-aged,2017,88.6624
Chile,CHL,Voter turnout,Civic engagement,Percentage of votes in the same subgroup,Middle-aged,2017,48.698545
Chile,CHL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2010,15.38523138
Chile,CHL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2011,15.38523138
Chile,CHL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2012,15.38523138
Chile,CHL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2013,15.38523138
Chile,CHL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2014,15.38523138
Chile,CHL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2015,15.38523138
Chile,CHL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2016,15.38523138
Chile,CHL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2017,15.38523138
Chile,CHL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2018,15.38523138
Chile,CHL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2019,15.38523138
Chile,CHL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2020,15.38523138
