,REF_AREA,Reference area,Measure,Unit of measure,Age,Health status,TIME_PERIOD,OBS_VALUE
977,GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2012,85.1
978,GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2013,86.0
979,GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,81.5
980,GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,81.0
981,GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2019,82.8
982,CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1994,95.9
983,CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1996,95.9
984,CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1998,97.7
985,CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2001,94.7
986,CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2003,94.1
987,CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2005,94.8
988,CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,93.8
989,CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,94.6
990,CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,95.1
991,CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,95.0
992,CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,93.8
993,CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,94.6
994,CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,94.8
995,CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,94.1
996,CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,94.6
997,CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,94.0
998,CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,94.7
999,CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,93.5
1000,CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,93.8
1001,CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,94.7
1002,CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,93.7
1003,CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,91.2
1004,HRV,Croatia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2010,78.0
1005,HRV,Croatia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,84.1
1006,HRV,Croatia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,85.9
1007,EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2004,85.3
1008,EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2005,87.7
1009,EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2006,85.6
1010,EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,88.5
1011,EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,90.9
1012,EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,87.6
1013,EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,87.7
1014,EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,85.7
1015,EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,86.6
1016,EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,89.8
1017,EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,87.3
1018,EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,85.9
1019,EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,84.2
1020,EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,85.2
1021,EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,80.9
1022,EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,87.6
1023,EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,90.2
1024,EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,86.4
1025,EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,88.1
1026,EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2023,86.1
1027,PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2004,81.7
1028,PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2005,83.0
1029,PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2006,86.3
1030,PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,83.7
1031,PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,84.8
1032,PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,84.3
1033,PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,83.9
1034,PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,86.1
1035,PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,84.2
1036,PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,84.0
1037,PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,82.5
1038,PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,83.1
1039,PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,85.6
1040,PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,84.1
1041,PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,84.0
1042,PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,85.9
1043,PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,86.2
1044,PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,83.4
1045,PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,86.2
