,Country,Country_code,Measure,Domain,Unit_of_measure,Age,Year,Well-being_values
6488,United Kingdom,GBR,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2021,84.175
6489,United Kingdom,GBR,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2022,84.825
6490,United Kingdom,GBR,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2023,84.857
6491,Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2004,5.3
6492,Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2005,5.37
6493,Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2006,5.03
6494,Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2007,5.34
6495,Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2008,5.66
6496,Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2009,5.22
6497,Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2010,5.34
6498,Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2011,8.86
6499,Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2012,9.66
6500,Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2013,9.9
6501,Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2014,10.13
6502,Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2015,9.1
6503,Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2016,8.56
6504,Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2017,8.93
6505,Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2018,8.25
6506,Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2019,8.51
6507,Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2020,6.87
6508,Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2021,8.03
6509,Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2022,7.47
6510,Slovak Republic,SVK,Satisfaction with time use,Work-life balance,0-10 scale,Young,2013,7.123064646
6511,Slovak Republic,SVK,Satisfaction with time use,Work-life balance,0-10 scale,Young,2018,6.898249464
6512,Slovak Republic,SVK,Satisfaction with time use,Work-life balance,0-10 scale,Young,2022,6.74016952
6513,Chile,CHL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2004,27.495705422
6514,Chile,CHL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2005,27.713344901
6515,Chile,CHL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2006,28.460891015
6516,Chile,CHL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2007,28.983053154
6517,Chile,CHL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2008,30.156913087
6518,Chile,CHL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2009,28.302
6519,Chile,CHL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2010,30.525
6520,Chile,CHL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2011,31.796
6521,Chile,CHL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2012,31.202
6522,Chile,CHL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2013,30.608
6523,Chile,CHL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2014,30.659
6524,Chile,CHL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2015,30.559
6525,Chile,CHL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2016,29.666
6526,Chile,CHL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2017,29.002
6527,Chile,CHL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2018,28.248
6528,Chile,CHL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2019,26.541
6529,Chile,CHL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2020,20.364
6530,Chile,CHL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2021,21.3
6531,Chile,CHL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2022,24.162
6532,Chile,CHL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2023,23.465
6533,Luxembourg,LUX,Satisfaction with personal relationships,Social connections,0-10 scale,Young,2013,8.209722753
6534,Luxembourg,LUX,Satisfaction with personal relationships,Social connections,0-10 scale,Young,2018,7.99660517
6535,Luxembourg,LUX,Satisfaction with personal relationships,Social connections,0-10 scale,Young,2022,7.789985656
6536,Colombia,COL,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Young,2018,92.3
6537,Colombia,COL,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Young,2019,92.4
6538,Germany,DEU,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2010,79.6256721
6539,Germany,DEU,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2011,79.6256721
6540,Germany,DEU,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2012,79.6256721
6541,Germany,DEU,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2013,79.6256721
6542,Germany,DEU,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2014,79.6256721
6543,Germany,DEU,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2015,79.6256721
6544,Germany,DEU,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2016,79.6256721
6545,Germany,DEU,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2017,79.6256721
6546,Germany,DEU,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2018,79.6256721
6547,Germany,DEU,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2019,79.6256721
6548,Germany,DEU,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2020,79.6256721
6549,Germany,DEU,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2021,79.6256721
6550,Germany,DEU,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2022,79.6256721
6551,Ireland,IRL,Voter turnout,Civic engagement,Percentage of votes in the same subgroup,Middle-aged,2016,88.41739
6552,Estonia,EST,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2007,7.113745213
6553,Estonia,EST,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2008,7.199830055
6554,Estonia,EST,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2009,18.268655777
6555,Estonia,EST,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2010,17.61696434
6556,Estonia,EST,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2011,16.379281998
6557,Estonia,EST,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2012,14.551968575
6558,Estonia,EST,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2013,10.925767899
6559,Estonia,EST,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2014,9.280771255
6560,Estonia,EST,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2015,5.985640526
6561,Estonia,EST,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2016,6.292822361
6562,Iceland,ISL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2012,8.751791716
6563,Iceland,ISL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2013,8.751791716
6564,Iceland,ISL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2015,8.751791716
6565,Iceland,ISL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2016,8.751791716
6566,Iceland,ISL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2017,8.751791716
6567,Iceland,ISL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2019,8.751791716
6568,Iceland,ISL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2020,8.751791716
6569,Iceland,ISL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2021,8.751791716
6570,Colombia,COL,Life satisfaction,Subjective well-being,0-10 scale,Middle-aged,2018,8.2469004
6571,Colombia,COL,Life satisfaction,Subjective well-being,0-10 scale,Middle-aged,2019,8.1353363
6572,Colombia,COL,Life satisfaction,Subjective well-being,0-10 scale,Middle-aged,2020,7.9827957
6573,Colombia,COL,Life satisfaction,Subjective well-being,0-10 scale,Middle-aged,2021,8.0003767
6574,Colombia,COL,Life satisfaction,Subjective well-being,0-10 scale,Middle-aged,2022,7.9331831
6575,Norway,NOR,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2004,74.85
