NOC,Team,Year,Sex,Medal,Count
UKR,Ukraine,2012,M,Bronze,3
UKR,Ukraine,2012,M,Gold,4
UKR,Ukraine,2012,M,Silver,3
UKR,Ukraine,2016,M,Bronze,3
UKR,Ukraine,2016,M,Gold,2
UKR,Ukraine,2016,M,Silver,4
UKR,Ukraine-1,2006,F,Bronze,1
UKR,Ukraine-1,2006,M,Bronze,1
EUN,Unified Team,1992,F,Bronze,32
EUN,Unified Team,1992,F,Gold,31
EUN,Unified Team,1992,F,Silver,26
EUN,Unified Team,1992,M,Bronze,28
EUN,Unified Team,1992,M,Gold,69
EUN,Unified Team,1992,M,Silver,36
EUN,Unified Team-1,1992,F,Gold,2
EUN,Unified Team-1,1992,M,Gold,2
EUN,Unified Team-2,1992,F,Bronze,1
EUN,Unified Team-2,1992,F,Silver,1
EUN,Unified Team-2,1992,M,Bronze,1
EUN,Unified Team-2,1992,M,Silver,1
FRA,Union des Socits Franais de Sports Athletiques,1900,M,Gold,2
UAE,United Arab Emirates,2004,M,Gold,1
UAE,United Arab Emirates,2016,M,Bronze,1
USA,United States,1924,F,Bronze,2
USA,United States,1924,F,Gold,1
USA,United States,1928,F,Bronze,1
USA,United States,1928,F,Gold,1
USA,United States,1928,F,Silver,2
USA,United States,1932,F,Bronze,1
USA,United States,1932,F,Gold,8
USA,United States,1932,F,Silver,3
USA,United States,1936,F,Gold,5
USA,United States,1948,F,Bronze,1
USA,United States,1948,F,Gold,2
USA,United States,1948,F,Silver,1
USA,United States,1952,F,Bronze,2
USA,United States,1952,F,Gold,8
USA,United States,1952,F,Silver,1
USA,United States,1956,F,Bronze,7
USA,United States,1956,F,Gold,4
USA,United States,1956,F,Silver,11
USA,United States,1960,F,Bronze,2
USA,United States,1960,F,Gold,24
USA,United States,1960,F,Silver,3
USA,United States,1964,F,Bronze,8
USA,United States,1964,F,Gold,23
USA,United States,1964,F,Silver,14
USA,United States,1968,F,Bronze,11
USA,United States,1968,F,Gold,29
USA,United States,1968,F,Silver,11
USA,United States,1972,F,Bronze,9
USA,United States,1972,F,Gold,26
USA,United States,1972,F,Silver,11
USA,United States,1976,F,Bronze,19
USA,United States,1976,F,Gold,10
USA,United States,1976,F,Silver,30
USA,United States,1980,F,Bronze,1
USA,United States,1980,F,Silver,3
USA,United States,1984,F,Bronze,24
USA,United States,1984,F,Gold,72
USA,United States,1984,F,Silver,47
USA,United States,1988,F,Bronze,19
USA,United States,1988,F,Gold,30
USA,United States,1988,F,Silver,21
USA,United States,1992,F,Bronze,50
USA,United States,1992,F,Gold,37
USA,United States,1992,F,Silver,25
USA,United States,1994,F,Bronze,5
USA,United States,1994,F,Gold,4
USA,United States,1994,F,Silver,3
USA,United States,1996,F,Bronze,9
USA,United States,1996,F,Gold,90
USA,United States,1996,F,Silver,14
USA,United States,1998,F,Bronze,2
USA,United States,1998,F,Gold,23
USA,United States,1998,F,Silver,2
USA,United States,2000,F,Bronze,29
USA,United States,2000,F,Gold,62
USA,United States,2000,F,Silver,32
USA,United States,2002,F,Bronze,3
USA,United States,2002,F,Gold,3
USA,United States,2002,F,Silver,22
USA,United States,2004,F,Bronze,36
USA,United States,2004,F,Gold,63
USA,United States,2004,F,Silver,42
USA,United States,2006,F,Bronze,21
USA,United States,2006,F,Gold,2
USA,United States,2006,F,Silver,3
USA,United States,2008,F,Bronze,23
USA,United States,2008,F,Gold,54
USA,United States,2008,F,Silver,81
USA,United States,2010,F,Bronze,8
USA,United States,2010,F,Gold,2
USA,United States,2010,F,Silver,25
USA,United States,2012,F,Bronze,26
USA,United States,2012,F,Gold,99
USA,United States,2012,F,Silver,28
USA,United States,2014,F,Bronze,8
USA,United States,2014,F,Gold,4
USA,United States,2014,F,Silver,22
USA,United States,2016,F,Bronze,33
USA,United States,2016,F,Gold,84
USA,United States,2016,F,Silver,28
USA,United States,1896,M,Bronze,2
USA,United States,1896,M,Gold,6
USA,United States,1896,M,Silver,4
USA,United States,1900,M,Bronze,3
USA,United States,1900,M,Gold,13
USA,United States,1900,M,Silver,5
USA,United States,1904,M,Bronze,8
USA,United States,1904,M,Gold,23
USA,United States,1904,M,Silver,9
USA,United States,1906,M,Bronze,4
USA,United States,1906,M,Gold,12
USA,United States,1906,M,Silver,6
USA,United States,1908,M,Bronze,9
USA,United States,1908,M,Gold,22
USA,United States,1908,M,Silver,13
USA,United States,1912,M,Bronze,12
USA,United States,1912,M,Gold,23
USA,United States,1912,M,Silver,13
USA,United States,1920,M,Bronze,6
USA,United States,1920,M,Gold,28
USA,United States,1920,M,Silver,27
USA,United States,1924,M,Bronze,16
USA,United States,1924,M,Gold,21
USA,United States,1924,M,Silver,18
USA,United States,1928,M,Bronze,9
USA,United States,1928,M,Gold,26
USA,United States,1928,M,Silver,11
USA,United States,1932,M,Bronze,6
USA,United States,1932,M,Gold,31
USA,United States,1932,M,Silver,13
USA,United States,1936,M,Bronze,7
USA,United States,1936,M,Gold,29
USA,United States,1936,M,Silver,11
USA,United States,1948,M,Bronze,12
USA,United States,1948,M,Gold,33
USA,United States,1948,M,Silver,10
USA,United States,1952,M,Bronze,10
USA,United States,1952,M,Gold,44
USA,United States,1952,M,Silver,18
USA,United States,1956,M,Bronze,13
USA,United States,1956,M,Gold,55
USA,United States,1956,M,Silver,47
USA,United States,1960,M,Bronze,18
USA,United States,1960,M,Gold,70
USA,United States,1960,M,Silver,21
USA,United States,1964,M,Bronze,24
USA,United States,1964,M,Gold,73
USA,United States,1964,M,Silver,23
USA,United States,1968,M,Bronze,25
USA,United States,1968,M,Gold,71
USA,United States,1968,M,Silver,26
USA,United States,1972,M,Bronze,37
USA,United States,1972,M,Gold,46
USA,United States,1972,M,Silver,66
USA,United States,1976,M,Bronze,20
USA,United States,1976,M,Gold,63
USA,United States,1976,M,Silver,31
USA,United States,1980,M,Gold,24
USA,United States,1980,M,Silver,1
USA,United States,1984,M,Bronze,26
USA,United States,1984,M,Gold,118
USA,United States,1984,M,Silver,72
USA,United States,1988,M,Bronze,37
USA,United States,1988,M,Gold,59
USA,United States,1988,M,Silver,46
USA,United States,1992,M,Bronze,36
USA,United States,1992,M,Gold,55
USA,United States,1992,M,Silver,32
USA,United States,1994,M,Gold,2
USA,United States,1994,M,Silver,5
USA,United States,1996,M,Bronze,41
USA,United States,1996,M,Gold,57
USA,United States,1996,M,Silver,29
USA,United States,1998,M,Bronze,1
USA,United States,1998,M,Gold,2
USA,United States,2000,M,Bronze,21
USA,United States,2000,M,Gold,66
USA,United States,2000,M,Silver,29
USA,United States,2002,M,Bronze,6
USA,United States,2002,M,Gold,5
USA,United States,2002,M,Silver,30
USA,United States,2004,M,Bronze,32
USA,United States,2004,M,Gold,52
USA,United States,2004,M,Silver,33
USA,United States,2006,M,Bronze,11
USA,United States,2006,M,Gold,7
USA,United States,2006,M,Silver,4
USA,United States,2008,M,Bronze,54
USA,United States,2008,M,Gold,67
USA,United States,2008,M,Silver,29
USA,United States,2010,M,Bronze,12
USA,United States,2010,M,Gold,6
USA,United States,2010,M,Silver,36
USA,United States,2012,M,Bronze,18
USA,United States,2012,M,Gold,40
USA,United States,2012,M,Silver,27
USA,United States,2014,M,Bronze,8
USA,United States,2014,M,Gold,4
USA,United States,2014,M,Silver,6
USA,United States,2016,M,Bronze,34
USA,United States,2016,M,Gold,52
USA,United States,2016,M,Silver,24
ISV,United States Virgin Islands,1988,M,Silver,1
USA,United States-1,1964,F,Bronze,1
USA,United States-1,1976,F,Bronze,1
USA,United States-1,1984,F,Silver,1
USA,United States-1,1988,F,Bronze,1
USA,United States-1,2004,F,Gold,2
USA,United States-1,2006,F,Silver,3
USA,United States-1,2008,F,Gold,2
USA,United States-1,2010,F,Silver,1
USA,United States-1,2012,F,Bronze,1
USA,United States-1,2012,F,Gold,4
USA,United States-1,2014,F,Gold,1
USA,United States-1,2014,F,Silver,2
USA,United States-1,2016,F,Bronze,2
USA,United States-1,2016,F,Silver,1
USA,United States-1,1956,M,Bronze,1
USA,United States-1,1964,M,Bronze,1
USA,United States-1,1984,M,Silver,1
USA,United States-1,1988,M,Bronze,1
USA,United States-1,1992,M,Gold,2
USA,United States-1,1996,M,Gold,1
USA,United States-1,1998,M,Silver,2
USA,United States-1,2000,M,Gold,2
USA,United States-1,2002,M,Bronze,2
USA,United States-1,2002,M,Silver,4
USA,United States-1,2006,M,Silver,1
USA,United States-1,2008,M,Bronze,2
USA,United States-1,2008,M,Gold,2
USA,United States-1,2010,M,Gold,4
USA,United States-1,2010,M,Silver,1
USA,United States-1,2012,M,Bronze,1
USA,United States-1,2012,M,Gold,2
USA,United States-1,2014,M,Bronze,6
USA,United States-1,2014,M,Gold,1
USA,United States-1,2016,M,Silver,1
USA,United States-2,2002,F,Gold,2
USA,United States-2,2004,F,Bronze,2
USA,United States-2,2008,F,Gold,2
USA,United States-2,2010,F,Bronze,2
USA,United States-2,2012,F,Silver,2
USA,United States-2,2014,F,Bronze,2
USA,United States-2,2016,F,Gold,1
USA,United States-2,1998,M,Bronze,2
USA,United States-2,2002,M,Bronze,4
USA,United States-2,2002,M,Silver,2
USA,United States-2,2016,M,Bronze,2
USA,United States-2,2016,M,Gold,1
URU,Uruguay,1924,M,Gold,6
URU,Uruguay,1928,M,Gold,8
URU,Uruguay,1952,M,Bronze,2
URU,Uruguay,1956,M,Bronze,6
URU,Uruguay,1964,M,Bronze,1
URU,Uruguay,2000,M,Silver,1
UZB,Uzbekistan,1994,F,Gold,1
UZB,Uzbekistan,2008,F,Bronze,1
UZB,Uzbekistan,1996,M,Bronze,1
UZB,Uzbekistan,1996,M,Silver,1
UZB,Uzbekistan,2000,M,Bronze,2
UZB,Uzbekistan,2000,M,Gold,1
UZB,Uzbekistan,2000,M,Silver,1
UZB,Uzbekistan,2004,M,Bronze,2
UZB,Uzbekistan,2004,M,Gold,2
UZB,Uzbekistan,2004,M,Silver,1
UZB,Uzbekistan,2008,M,Bronze,2
UZB,Uzbekistan,2008,M,Gold,1
UZB,Uzbekistan,2008,M,Silver,2
UZB,Uzbekistan,2012,M,Bronze,2
UZB,Uzbekistan,2012,M,Gold,1
UZB,Uzbekistan,2016,M,Bronze,7
UZB,Uzbekistan,2016,M,Gold,4
UZB,Uzbekistan,2016,M,Silver,2
VEN,Venezuela,2004,F,Bronze,1
VEN,Venezuela,2008,F,Bronze,1
VEN,Venezuela,2016,F,Bronze,1
VEN,Venezuela,2016,F,Silver,1
VEN,Venezuela,1952,M,Bronze,1
VEN,Venezuela,1960,M,Bronze,1
VEN,Venezuela,1968,M,Gold,1
VEN,Venezuela,1976,M,Silver,1
VEN,Venezuela,1980,M,Silver,1
VEN,Venezuela,1984,M,Bronze,3
VEN,Venezuela,2004,M,Bronze,1
VEN,Venezuela,2012,M,Gold,1
VEN,Venezuela,2016,M,Bronze,1
ITA,Venilia,1960,M,Bronze,3
VIE,Vietnam,2000,F,Silver,1
VIE,Vietnam,2008,M,Silver,1
VIE,Vietnam,2016,M,Gold,1
VIE,Vietnam,2016,M,Silver,1
DEN,Web II,1960,M,Silver,3
FRG,West Germany,1968,F,Bronze,5
FRG,West Germany,1968,F,Gold,4
FRG,West Germany,1968,F,Silver,3
FRG,West Germany,1972,F,Bronze,16
FRG,West Germany,1972,F,Gold,9
FRG,West Germany,1972,F,Silver,5
FRG,West Germany,1976,F,Bronze,4
FRG,West Germany,1976,F,Gold,4
FRG,West Germany,1976,F,Silver,7
FRG,West Germany,1980,F,Bronze,1
FRG,West Germany,1980,F,Silver,2
FRG,West Germany,1984,F,Bronze,21
FRG,West Germany,1984,F,Gold,7
FRG,West Germany,1984,F,Silver,23
FRG,West Germany,1988,F,Bronze,5
FRG,West Germany,1988,F,Gold,13
FRG,West Germany,1988,F,Silver,4
FRG,West Germany,1968,M,Bronze,14
FRG,West Germany,1968,M,Gold,15
FRG,West Germany,1968,M,Silver,14
FRG,West Germany,1972,M,Bronze,23
FRG,West Germany,1972,M,Gold,37
FRG,West Germany,1972,M,Silver,12
FRG,West Germany,1976,M,Bronze,43
FRG,West Germany,1976,M,Gold,19
FRG,West Germany,1976,M,Silver,21
FRG,West Germany,1980,M,Bronze,5
FRG,West Germany,1984,M,Bronze,36
FRG,West Germany,1984,M,Gold,24
FRG,West Germany,1984,M,Silver,53
FRG,West Germany,1988,M,Bronze,42
FRG,West Germany,1988,M,Gold,23
FRG,West Germany,1988,M,Silver,40
FRG,West Germany-1,1968,F,Bronze,1
FRG,West Germany-1,1968,M,Bronze,3
FRG,West Germany-1,1968,M,Silver,2
FRG,West Germany-1,1972,M,Bronze,4
FRG,West Germany-1,1972,M,Silver,4
FRG,West Germany-1,1976,M,Bronze,4
FRG,West Germany-1,1976,M,Silver,4
FRG,West Germany-1,1984,M,Gold,2
FRG,West Germany-1,1988,M,Bronze,2
FRG,West Germany-2,1972,M,Gold,2
WIF,West Indies Federation,1960,M,Bronze,5
DEN,White Lady,1964,M,Gold,3
USA,Widgeon,1964,M,Bronze,2
CAN,Winnipeg Shamrocks-1,1904,M,Gold,2
YUG,Yugoslavia,1968,F,Gold,1
YUG,Yugoslavia,1968,F,Silver,1
YUG,Yugoslavia,1980,F,Bronze,12
YUG,Yugoslavia,1980,F,Silver,14
YUG,Yugoslavia,1984,F,Gold,15
YUG,Yugoslavia,1988,F,Bronze,3
YUG,Yugoslavia,1988,F,Gold,1
YUG,Yugoslavia,1988,F,Silver,13
YUG,Yugoslavia,1948,M,Silver,1
YUG,Yugoslavia,1952,M,Silver,3
YUG,Yugoslavia,1956,M,Silver,6
YUG,Yugoslavia,1960,M,Gold,16
YUG,Yugoslavia,1960,M,Silver,1
YUG,Yugoslavia,1964,M,Bronze,2
YUG,Yugoslavia,1964,M,Gold,2
YUG,Yugoslavia,1964,M,Silver,11
YUG,Yugoslavia,1968,M,Bronze,2
YUG,Yugoslavia,1968,M,Gold,12
YUG,Yugoslavia,1968,M,Silver,13
YUG,Yugoslavia,1972,M,Bronze,2
YUG,Yugoslavia,1972,M,Gold,15
YUG,Yugoslavia,1972,M,Silver,1
YUG,Yugoslavia,1976,M,Bronze,3
YUG,Yugoslavia,1976,M,Gold,2
YUG,Yugoslavia,1976,M,Silver,14
YUG,Yugoslavia,1980,M,Bronze,5
YUG,Yugoslavia,1980,M,Gold,12
YUG,Yugoslavia,1980,M,Silver,13
YUG,Yugoslavia,1984,M,Bronze,35
YUG,Yugoslavia,1984,M,Gold,32
YUG,Yugoslavia,1984,M,Silver,6
YUG,Yugoslavia,1988,M,Bronze,19
YUG,Yugoslavia,1988,M,Gold,14
YUG,Yugoslavia,1988,M,Silver,19
ZAM,Zambia,1996,M,Silver,1
ZIM,Zimbabwe,1980,F,Gold,15
ZIM,Zimbabwe,2004,F,Bronze,1
ZIM,Zimbabwe,2004,F,Gold,1
ZIM,Zimbabwe,2004,F,Silver,1
ZIM,Zimbabwe,2008,F,Gold,1
ZIM,Zimbabwe,2008,F,Silver,3
